scan_id,organs_in_report,lost_by_threshold,retained_by_threshold
train_60_e,['lung'],[],['lung']
train_60_a,"['esophagus', 'liver', 'trachea', 'aorta', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'lung']"
train_60_d,['lung'],[],['lung']
train_60_c,"['esophagus', 'trachea', 'heart', 'lung']",[],"['esophagus', 'trachea', 'heart', 'lung']"
train_60_b,"['liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['liver', 'trachea', 'aorta', 'heart', 'lung']"
train_11607_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_15859_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_1600_c,"['esophagus', 'liver', 'trachea', 'heart', 'lung', 'stomach']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung', 'stomach']"
train_1600_b,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_1600_a,"['liver', 'trachea', 'lung']",[],"['liver', 'trachea', 'lung']"
train_18838_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_18838_b,"['rib', 'esophagus', 'trachea', 'kidney', 'aorta', 'heart', 'lung']",[],"['rib', 'esophagus', 'trachea', 'kidney', 'aorta', 'heart', 'lung']"
train_6213_a,"['esophagus', 'liver', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'aorta', 'heart', 'lung']"
train_2334_a,"['esophagus', 'trachea', 'kidney', 'heart', 'lung']",[],"['esophagus', 'trachea', 'kidney', 'heart', 'lung']"
train_19054_a,"['rib', 'liver', 'trachea', 'gallbladder', 'heart', 'lung']",['gallbladder'],"['rib', 'liver', 'trachea', 'heart', 'lung']"
train_11207_a,"['esophagus', 'spleen', 'trachea', 'heart', 'lung']",[],"['esophagus', 'spleen', 'trachea', 'heart', 'lung']"
train_13528_a,"['esophagus', 'spleen', 'liver', 'trachea', 'kidney', 'aorta', 'gallbladder', 'heart', 'lung']",[],"['esophagus', 'spleen', 'liver', 'trachea', 'kidney', 'aorta', 'gallbladder', 'heart', 'lung']"
train_13528_b,"['trachea', 'kidney', 'aorta', 'lung', 'stomach']",[],"['trachea', 'kidney', 'aorta', 'lung', 'stomach']"
train_10871_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_10871_b,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_13527_b,"['trachea', 'lung', 'kidney', 'spleen']",[],"['trachea', 'lung', 'kidney', 'spleen']"
train_13527_a,"['heart', 'trachea', 'lung', 'kidney']",[],"['heart', 'trachea', 'lung', 'kidney']"
train_3765_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_13785_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_15950_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_12009_b,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung', 'stomach']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung', 'stomach']"
train_12009_a,"['trachea', 'esophagus', 'heart', 'lung']",[],"['trachea', 'esophagus', 'heart', 'lung']"
train_12751_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_1565_a,"['trachea', 'esophagus', 'heart', 'lung']",[],"['trachea', 'esophagus', 'heart', 'lung']"
train_8513_a,"['rib', 'liver', 'trachea', 'kidney', 'aorta', 'heart', 'lung']",[],"['rib', 'liver', 'trachea', 'kidney', 'aorta', 'heart', 'lung']"
train_4623_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_19898_a,"['liver', 'heart', 'lung', 'gallbladder']",[],"['liver', 'heart', 'lung', 'gallbladder']"
train_79_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_79_b,"['liver', 'esophagus', 'trachea', 'heart']",[],"['liver', 'esophagus', 'trachea', 'heart']"
train_12992_a,"['esophagus', 'heart', 'lung', 'kidney']",[],"['esophagus', 'heart', 'lung', 'kidney']"
train_1419_a,"['esophagus', 'trachea', 'kidney', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'kidney', 'aorta', 'heart', 'lung']"
train_8762_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_3616_a,"['esophagus', 'liver', 'colon', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'colon', 'trachea', 'heart', 'lung']"
train_17445_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_1469_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_10024_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_856_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_9357_a,"['esophagus', 'spleen', 'liver', 'heart', 'lung']",[],"['esophagus', 'spleen', 'liver', 'heart', 'lung']"
train_1267_a,"['esophagus', 'heart', 'lung', 'aorta']",[],"['esophagus', 'heart', 'lung', 'aorta']"
train_12926_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_15305_b,"['esophagus', 'heart', 'lung']",[],"['esophagus', 'heart', 'lung']"
train_15305_a,"['spleen', 'trachea', 'aorta', 'heart', 'lung']",[],"['spleen', 'trachea', 'aorta', 'heart', 'lung']"
train_13802_a,"['esophagus', 'trachea', 'gallbladder', 'heart', 'lung']",['gallbladder'],"['esophagus', 'trachea', 'heart', 'lung']"
train_5723_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_7443_a,"['esophagus', 'trachea', 'kidney', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'kidney', 'aorta', 'heart', 'lung']"
train_3628_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_5241_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart']"
train_5913_a,"['trachea', 'heart', 'lung']",[],"['trachea', 'heart', 'lung']"
train_19317_a,"['esophagus', 'trachea', 'kidney', 'heart', 'lung']",[],"['esophagus', 'trachea', 'kidney', 'heart', 'lung']"
train_19317_b,"['heart', 'lung']",[],"['heart', 'lung']"
train_16721_a,"['trachea', 'kidney', 'aorta', 'gallbladder', 'heart', 'lung']","['trachea', 'kidney', 'aorta', 'gallbladder', 'heart', 'lung']",[]
train_16721_b,"['trachea', 'kidney', 'gallbladder', 'heart', 'lung']","['trachea', 'kidney', 'gallbladder', 'heart', 'lung']",[]
train_16721_c,"['rib', 'scapula', 'esophagus', 'femur', 'hip', 'iliopsoas', 'autochthon', 'trachea', 'kidney', 'aorta', 'gluteus', 'sacrum', 'clavicula', 'gallbladder', 'humerus', 'heart', 'lung']","['femur', 'hip', 'gluteus', 'sacrum']","['rib', 'scapula', 'esophagus', 'iliopsoas', 'autochthon', 'trachea', 'kidney', 'aorta', 'clavicula', 'gallbladder', 'humerus', 'heart', 'lung']"
train_3684_a,"['esophagus', 'liver', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'aorta', 'heart', 'lung']"
train_3684_b,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_3684_c,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_3474_a,"['liver', 'esophagus', 'trachea', 'lung']",[],"['liver', 'esophagus', 'trachea', 'lung']"
train_1538_a,"['trachea', 'lung']",[],"['trachea', 'lung']"
train_10608_a,"['liver', 'esophagus', 'lung', 'spleen']",[],"['liver', 'esophagus', 'lung', 'spleen']"
train_18399_a,"['heart', 'trachea', 'lung', 'liver']",[],"['heart', 'trachea', 'lung', 'liver']"
train_18399_b,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_3133_a,"['esophagus', 'spleen', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'spleen', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_5902_b,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_5902_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_5902_c,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_8796_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_10029_a,"['esophagus', 'liver', 'trachea', 'kidney', 'aorta', 'heart', 'lung']",['kidney'],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_17298_a,"['heart', 'esophagus', 'lung']",[],"['heart', 'esophagus', 'lung']"
train_10836_a,"['esophagus', 'liver', 'trachea', 'aorta', 'gallbladder', 'heart', 'lung']",['gallbladder'],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_7669_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_652_a,"['esophagus', 'heart', 'lung', 'aorta']",[],"['esophagus', 'heart', 'lung', 'aorta']"
train_13318_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_13917_a,"['rib', 'esophagus', 'trachea', 'autochthon', 'aorta', 'humerus', 'heart', 'lung']",[],"['rib', 'esophagus', 'trachea', 'autochthon', 'aorta', 'humerus', 'heart', 'lung']"
train_11959_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_6253_a,"['esophagus', 'liver', 'trachea', 'kidney', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'kidney', 'aorta', 'heart', 'lung']"
train_13374_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_8634_a,"['esophagus', 'kidney', 'aorta', 'heart', 'lung']",[],"['esophagus', 'kidney', 'aorta', 'heart', 'lung']"
train_4398_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_1301_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_266_a,"['esophagus', 'spleen', 'liver', 'trachea', 'kidney', 'aorta', 'gallbladder', 'pancreas', 'heart', 'lung']",[],"['esophagus', 'spleen', 'liver', 'trachea', 'kidney', 'aorta', 'gallbladder', 'pancreas', 'heart', 'lung']"
train_266_b,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_10391_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_8149_a,"['esophagus', 'trachea', 'kidney', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'kidney', 'aorta', 'heart', 'lung']"
train_474_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_6417_a,"['trachea', 'heart', 'lung']","['trachea', 'heart', 'lung']",[]
train_15334_a,"['esophagus', 'liver', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'aorta', 'heart', 'lung']"
train_14854_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_10603_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_15344_a,"['esophagus', 'liver', 'trachea', 'kidney', 'aorta', 'pancreas', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'kidney', 'aorta', 'pancreas', 'heart', 'lung']"
train_11510_a,"['trachea', 'kidney', 'aorta', 'heart', 'lung']",[],"['trachea', 'kidney', 'aorta', 'heart', 'lung']"
train_10791_a,"['esophagus', 'liver', 'trachea', 'gallbladder', 'lung', 'stomach']","['esophagus', 'liver', 'trachea', 'gallbladder', 'lung', 'stomach']",[]
train_18645_a,"['heart', 'trachea', 'lung']",[],"['heart', 'trachea', 'lung']"
train_14547_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_827_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_1828_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_11599_a,"['esophagus', 'liver', 'trachea', 'aorta', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'lung']"
train_6200_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_18518_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_1067_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_1091_a,"['trachea', 'kidney', 'aorta', 'heart', 'lung', 'stomach']",[],"['trachea', 'kidney', 'aorta', 'heart', 'lung', 'stomach']"
train_13859_a,"['esophagus', 'spleen', 'liver', 'trachea', 'aorta', 'gallbladder', 'heart', 'lung']",[],"['esophagus', 'spleen', 'liver', 'trachea', 'aorta', 'gallbladder', 'heart', 'lung']"
train_17104_a,"['esophagus', 'spleen', 'liver', 'trachea', 'kidney', 'aorta', 'gallbladder', 'pancreas', 'heart', 'lung']",[],"['esophagus', 'spleen', 'liver', 'trachea', 'kidney', 'aorta', 'gallbladder', 'pancreas', 'heart', 'lung']"
train_17104_b,"['esophagus', 'spleen', 'trachea', 'kidney', 'aorta', 'heart', 'lung']",[],"['esophagus', 'spleen', 'trachea', 'kidney', 'aorta', 'heart', 'lung']"
train_9654_a,"['esophagus', 'femur', 'liver', 'trachea', 'humerus', 'heart', 'lung']",['femur'],"['esophagus', 'liver', 'trachea', 'humerus', 'heart', 'lung']"
train_17990_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_16855_b,"['esophagus', 'spleen', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'spleen', 'trachea', 'aorta', 'heart', 'lung']"
train_16855_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_13447_b,['lung'],[],['lung']
train_13447_a,"['trachea', 'lung']",[],"['trachea', 'lung']"
train_19532_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_156_a,"['esophagus', 'spleen', 'liver', 'trachea', 'aorta', 'gallbladder', 'heart', 'lung']",[],"['esophagus', 'spleen', 'liver', 'trachea', 'aorta', 'gallbladder', 'heart', 'lung']"
train_6902_a,"['rib', 'esophagus', 'kidney', 'aorta', 'heart', 'lung', 'stomach']",[],"['rib', 'esophagus', 'kidney', 'aorta', 'heart', 'lung', 'stomach']"
train_6902_h,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_6902_f,"['rib', 'esophagus', 'liver', 'trachea', 'kidney', 'aorta', 'lung']",[],"['rib', 'esophagus', 'liver', 'trachea', 'kidney', 'aorta', 'lung']"
train_6902_d,"['rib', 'liver', 'trachea', 'kidney', 'aorta', 'heart', 'lung']",[],"['rib', 'liver', 'trachea', 'kidney', 'aorta', 'heart', 'lung']"
train_6902_c,"['rib', 'esophagus', 'trachea', 'kidney', 'aorta', 'heart', 'lung']",[],"['rib', 'esophagus', 'trachea', 'kidney', 'aorta', 'heart', 'lung']"
train_6902_g,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_6902_i,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_6902_b,"['trachea', 'esophagus', 'lung']",[],"['trachea', 'esophagus', 'lung']"
train_6902_e,"['rib', 'liver', 'kidney', 'aorta', 'heart', 'lung']",[],"['rib', 'liver', 'kidney', 'aorta', 'heart', 'lung']"
train_7557_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_11181_a,"['esophagus', 'spleen', 'liver', 'heart', 'lung']",[],"['esophagus', 'spleen', 'liver', 'heart', 'lung']"
train_2799_a,"['liver', 'lung']",[],"['liver', 'lung']"
train_2799_b,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_4140_a,"['esophagus', 'trachea', 'kidney', 'heart', 'lung']",[],"['esophagus', 'trachea', 'kidney', 'heart', 'lung']"
train_2504_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_11316_b,"['rib', 'esophagus', 'liver', 'kidney', 'aorta', 'heart', 'lung']",[],"['rib', 'esophagus', 'liver', 'kidney', 'aorta', 'heart', 'lung']"
train_11316_d,"['esophagus', 'liver', 'trachea', 'kidney', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'kidney', 'heart', 'lung']"
train_11316_a,"['rib', 'esophagus', 'trachea', 'kidney', 'aorta', 'heart', 'lung']",[],"['rib', 'esophagus', 'trachea', 'kidney', 'aorta', 'heart', 'lung']"
train_11316_c,"['rib', 'esophagus', 'liver', 'trachea', 'kidney', 'aorta', 'humerus', 'heart', 'lung']",[],"['rib', 'esophagus', 'liver', 'trachea', 'kidney', 'aorta', 'humerus', 'heart', 'lung']"
train_15400_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_14431_b,"['rib', 'lung']",[],"['rib', 'lung']"
train_14431_a,"['rib', 'trachea', 'heart', 'lung']",[],"['rib', 'trachea', 'heart', 'lung']"
train_14221_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_6763_a,"['esophagus', 'trachea', 'lung', 'aorta']","['esophagus', 'trachea']","['lung', 'aorta']"
train_1276_a,"['heart', 'trachea', 'lung', 'liver']",[],"['heart', 'trachea', 'lung', 'liver']"
train_10973_a,"['trachea', 'kidney', 'aorta', 'heart', 'lung']",[],"['trachea', 'kidney', 'aorta', 'heart', 'lung']"
train_10973_b,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_4781_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_18479_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_7803_a,"['trachea', 'lung']",[],"['trachea', 'lung']"
train_14031_a,"['liver', 'lung', 'aorta']",[],"['liver', 'lung', 'aorta']"
train_5714_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_17616_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_13046_a,"['heart', 'lung']",[],"['heart', 'lung']"
train_12508_a,"['liver', 'esophagus', 'trachea', 'lung']",[],"['liver', 'esophagus', 'trachea', 'lung']"
train_5452_a,"['esophagus', 'spleen', 'liver', 'trachea', 'aorta', 'gallbladder', 'lung']",[],"['esophagus', 'spleen', 'liver', 'trachea', 'aorta', 'gallbladder', 'lung']"
train_2737_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung', 'stomach']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung', 'stomach']"
train_1375_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_1876_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_17851_a,"['trachea', 'lung']",[],"['trachea', 'lung']"
train_17851_b,"['trachea', 'esophagus', 'heart', 'lung']",[],"['trachea', 'esophagus', 'heart', 'lung']"
train_2326_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_3735_b,"['liver', 'esophagus', 'trachea', 'lung']",[],"['liver', 'esophagus', 'trachea', 'lung']"
train_3735_c,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_3735_a,"['heart', 'lung']",[],"['heart', 'lung']"
train_3556_a,"['esophagus', 'trachea', 'gallbladder', 'heart', 'lung']",[],"['esophagus', 'trachea', 'gallbladder', 'heart', 'lung']"
train_10845_a,"['liver', 'heart', 'trachea', 'lung']",[],"['liver', 'heart', 'trachea', 'lung']"
train_10004_a,"['esophagus', 'trachea', 'kidney', 'heart', 'lung']",[],"['esophagus', 'trachea', 'kidney', 'heart', 'lung']"
train_16984_a,"['rib', 'heart', 'lung']",[],"['rib', 'heart', 'lung']"
train_3476_b,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
